LFQ intensity 401#1,LFQ intensity 401#2,LFQ intensity 401#3,LFQ intensity 401#4,LFQ intensity WT#1,LFQ intensity WT#2,LFQ intensity WT#3,LFQ intensity WT#4,C: Only identified by site,C: Reverse,C: Potential contaminant,C: Student's T-test Significant MT_WT,C: Student's T-test significant,N: Peptides,N: Razor + unique peptides,N: Unique peptides,N: Sequence coverage [%],N: Unique + razor sequence coverage [%],N: Unique sequence coverage [%],N: Mol. weight [kDa],N: Q-value,N: Score,N: Intensity,N: MS/MS count,N: -Log Student's T-test p-value MT_WT,N: Student's T-test q-value MT_WT,N: Student's T-test Difference MT_WT,N: Student's T-test Test statistic MT_WT,T: Protein IDs,T: Majority protein IDs,T: id,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (molecular function),Keywords
27.8736,28.7645,NaN,27.6253,29.0437,28.4296,28.9684,NaN,,,,,,2,2,2,9.8,9.8,9.8,28.638,0.0039238,1.1286,2291200000,9,0.851297,0.151752,-0.726082,-1.43114,A6THV0,A6THV0,1762,A6THV0_KLEP7,4-hydroxyphenylacetate catabolism,hpaG KPN_04788,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),254,4-hydroxyphenylacetate catabolic process [GO:1901023],,"5-carboxymethyl-2-hydroxymuconate delta-isomerase activity [GO:0008704]; 5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase activity [GO:0018800]",
25.8691,25.1084,25.0259,26.23,25.5298,25.2998,25.6992,26.3247,,,,,,5,5,5,12.1,12.1,12.1,52.677,0,8.3622,481540000,13,0.163027,0.725138,-0.155057,-0.324624,A6THV5,A6THV5,1765,A6THV5_KLEP7,Amidohydrolase 3 domain-containing protein,KPN_04793,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),479,,,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides [GO:0016811]",
26.3657,26.666,27.1746,28.6403,26.564,27.9592,27.9708,28.9209,,,,,,3,3,3,15,15,15,31.187,0,12.585,2041300000,18,0.403939,0.391361,-0.642061,-0.791413,A6THW0,A6THW0,1766,A6THW0_KLEP7,Transcriptional regulator (N-terminal) putative sugar-binding domain of regulator protein (C-terminal),KPN_04798,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),287,carbohydrate derivative metabolic process [GO:1901135],,carbohydrate derivative binding [GO:0097367]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700],DNA-binding;Transcription;Transcription regulation
28.4189,28.8148,28.2569,27.7395,28.0413,27.9803,28.3361,27.9356,,,,,,3,3,3,25.2,25.2,25.2,16.746,0,58.774,2585600000,16,0.434977,0.467678,0.234192,0.66656,A6THX2,A6THX2,1768,A6THX2_KLEP7,Outer membrane protein,yjjA KPN_04810,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),163,,,,Signal
27.7236,28.7263,28.5246,28.3199,28.6513,28.1006,28.7767,28.6885,,,,,,3,3,3,15,15,15,28.473,0,7.5248,3052100000,8,0.378656,0.508285,-0.230686,-0.612696,A6THX3,A6THX3,1769,A6THX3_KLEP7,Chromosome replication initiation and chain elongation,dnaC KPN_04811,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),247,,,ATP binding [GO:0005524],
27.821,27.3167,27.5013,27.6988,27.7038,27.8193,27.8043,27.3047,,,,,,5,5,5,40.2,40.2,40.2,19.541,0,17.632,1710000000,10,0.174597,0.779667,-0.0736036,-0.267742,A6THX4,A6THX4,1770,DNAT_KLEP7,Primosomal protein 1 (Primosomal protein I),dnaT KPN78578_47340 KPN_04812,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),179,"DNA replication, synthesis of RNA primer [GO:0006269]",primosome complex [GO:1990077],,DNA replication;Primosome
30.3678,30.4498,30.6587,30.7031,30.1344,30.3879,30.9166,30.4635,,,,,,15,15,15,68.1,68.1,68.1,37.36,0,214.33,12836000000,100,0.144663,0.810755,0.0692148,0.236214,A6THY6,A6THY6,1772,RSMC_KLEP7,Ribosomal RNA small subunit methyltransferase C (EC 2.1.1.172) (16S rRNA m2G1207 methyltransferase) (rRNA (guanine-N(2)-)-methyltransferase RsmC),rsmC KPN78578_47460 KPN_04827,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),342,,cytoplasm [GO:0005737],16S rRNA (guanine(1207)-N(2))-methyltransferase activity [GO:0052914]; nucleic acid binding [GO:0003676],Cytoplasm;Methyltransferase;rRNA processing;S-adenosyl-L-methionine;Transferase
24.6344,25.6378,25.4173,24.81,25.2566,25.8931,25.4374,25.3146,,,,,,2,2,2,14.2,14.2,14.2,16.573,0,7.6317,356520000,10,0.590777,0.324682,-0.350533,-0.897205,A6THY8,A6THY8,1773,A6THY8_KLEP7,[Ribosomal protein S18]-alanine N-acetyltransferase (EC 2.3.1.266),rimI KPN_04829,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),148,N-terminal peptidyl-alanine acetylation [GO:0017189],cytoplasm [GO:0005737],peptide-alanine-alpha-N-acetyltransferase activity [GO:0008999],Acyltransferase;Cytoplasm;Transferase
28.4288,26.7645,27.7496,27.9656,26.8018,26.5657,27.4781,26.644,,,,,,3,3,3,16,16,16,25.302,0,22.651,1526700000,10,1.09221,0.0943902,0.854696,1.6475,A6THY9,A6THY9,1774,A6THY9_KLEP7,Nucleotidase,yjjG KPN_04830,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),225,,,5'-nucleotidase activity [GO:0008253]; metal ion binding [GO:0046872],Metal-binding
31.5424,31.3559,31.6896,31.698,31.412,31.557,31.57,31.4797,,,,,,27,27,27,46.5,46.5,46.5,59.629,0,133.71,25912000000,211,0.320638,0.717206,0.066782,0.334975,A6THZ0,A6THZ0,1775,RF3_KLEP7,Peptide chain release factor 3 (RF-3),prfC KPN78578_47500 KPN_04831,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),529,regulation of translational termination [GO:0006449],cytoplasm [GO:0005737],"GTP binding [GO:0005525]; GTPase activity [GO:0003924]; guanosine tetraphosphate binding [GO:0097216]; translation release factor activity, codon specific [GO:0016149]",Cytoplasm;GTP-binding;Nucleotide-binding;Protein biosynthesis
31.4883,31.3741,31.1245,31.5205,32.095,32.0165,31.7421,32.0106,,,,+,MT_WT,14,14,14,72.2,72.2,72.2,20.385,0,146.19,28297000000,152,2.60112,0.0312605,-0.589197,-2.56789,A6THZ1,A6THZ1,1776,A6THZ1_KLEP7,Hyperosmotically inducible periplasmic protein,osmY KPN_04832,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),198,,,,Signal
31.8438,31.9035,31.5788,31.4014,31.6554,31.7572,31.9339,31.6922,,,,,,15,15,15,69.1,69.1,69.1,27.712,0,171.96,29857000000,157,0.237794,0.7305,-0.0777774,-0.319394,A6THZ6,A6THZ6,1777,A6THZ6_KLEP7,Deoxyribose-phosphate aldolase (DERA) (EC 4.1.2.4) (2-deoxy-D-ribose 5-phosphate aldolase) (Phosphodeoxyriboaldolase) (Deoxyriboaldolase),deoC KPN_04837,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),259,carbohydrate catabolic process [GO:0016052]; deoxyribonucleotide catabolic process [GO:0009264]; deoxyribose phosphate catabolic process [GO:0046386],cytoplasm [GO:0005737],deoxyribose-phosphate aldolase activity [GO:0004139],Cytoplasm;Lyase;Schiff base
29.0844,28.5421,29.0837,29.8441,29.6954,30.0951,30.5049,30.5157,,,,+,MT_WT,6,6,6,18.2,18.2,18.2,47.044,0,15.957,6079500000,34,1.73673,0.0391014,-1.06419,-2.40506,A6THZ7,A6THZ7,1778,TYPH_KLEP7,Thymidine phosphorylase (EC 2.4.2.4) (TdRPase),deoA KPN78578_47570 KPN_04838,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),440,pyrimidine nucleobase metabolic process [GO:0006206]; thymidine metabolic process [GO:0046104],,"1,4-alpha-oligoglucan phosphorylase activity [GO:0004645]; pyrimidine-nucleoside phosphorylase activity [GO:0016154]; thymidine phosphorylase activity [GO:0009032]",Glycosyltransferase;Transferase
33.2432,33.3396,33.0916,32.9155,33.5387,33.416,33.4827,33.2897,,,,,,25,25,25,63.3,63.3,63.3,44.767,0,238.07,87673000000,434,1.42338,0.161506,-0.284262,-1.3032,A6THZ8,A6THZ8,1779,A6THZ8_KLEP7,Phosphopentomutase (EC 5.4.2.7) (Phosphodeoxyribomutase),deoB KPN_04839,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),411,5-phosphoribose 1-diphosphate biosynthetic process [GO:0006015]; cellular metabolic compound salvage [GO:0043094]; deoxyribonucleotide catabolic process [GO:0009264],cytoplasm [GO:0005737],magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; phosphopentomutase activity [GO:0008973],Cytoplasm;Isomerase;Manganese;Metal-binding
32.7902,32.597,32.8417,32.8022,32.9119,32.7256,33.1222,32.8263,,,,,,15,15,15,65.2,65.2,65.2,24.98,0,126.81,61764000000,280,0.663868,0.476577,-0.138713,-0.655467,A6THZ9,A6THZ9,1780,A6THZ9_KLEP7,Purine nucleoside phosphorylase DeoD-type (PNP) (EC 2.4.2.1),deoD KPN_04840,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),230,nucleoside catabolic process [GO:0009164]; purine nucleoside metabolic process [GO:0042278],cytoplasm [GO:0005737],purine-nucleoside phosphorylase activity [GO:0004731],Glycosyltransferase;Transferase
29.1955,29.1035,28.9554,28.6104,28.6843,29.1565,28.3561,28.8913,,,,,,5,5,5,21.9,21.9,21.9,37.727,0,38.244,4126200000,14,0.402579,0.515411,0.194144,0.600302,A6TI00,A6TI00,1781,LPLA_KLEP7,Lipoate-protein ligase A (EC 6.3.1.20) (Lipoate--protein ligase),lplA KPN78578_47600 KPN_04841,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),338,protein lipoylation [GO:0009249],cytoplasm [GO:0005737],ATP binding [GO:0005524]; lipoate-protein ligase activity [GO:0016979],ATP-binding;Cytoplasm;Ligase;Nucleotide-binding
30.0616,29.6388,30.1562,30.019,29.6801,30.0186,30.2887,29.7977,,,,,,9,9,9,35.3,35.3,35.3,35.163,0,43.943,8744100000,63,0.0449196,0.936177,0.0226297,0.0788986,A6TI02,A6TI02,1782,A6TI02_KLEP7,Phosphoserine phosphatase (EC 3.1.3.3) (O-phosphoserine phosphohydrolase),serB KPN_04843,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),323,L-serine biosynthetic process [GO:0006564],,L-phosphoserine phosphatase activity [GO:0036424]; metal ion binding [GO:0046872],Amino-acid biosynthesis;Hydrolase;Magnesium;Metal-binding;Serine biosynthesis
29.0168,28.0101,28.0571,28.1044,28.8323,28.7447,28.2539,28.8376,,,,,,8,8,8,16.3,16.3,16.3,49.43,0,16.86,3188100000,25,0.635071,0.29699,-0.370001,-0.950665,A6TI03,A6TI03,1783,A6TI03_KLEP7,DNA repair protein RadA,sms radA KPN_04844,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),460,proteolysis [GO:0006508]; recombinational repair [GO:0000725],,ATP binding [GO:0005524]; ATP-dependent DNA damage sensor activity [GO:0140664]; damaged DNA binding [GO:0003684]; metal ion binding [GO:0046872]; peptidase activity [GO:0008233],ATP-binding;DNA damage;DNA repair;DNA-binding;Hydrolase;Metal-binding;Nucleotide-binding;Protease;Stress response;Zinc;Zinc-finger
28.7541,28.1028,28.481,27.4651,29.3164,29.2968,27.4429,29.5548,,,,,,9,9,9,27.6,27.6,27.6,47.187,0,31.866,3707800000,27,0.585481,0.255205,-0.701985,-1.0397,A6TI04,A6TI04,1784,A6TI04_KLEP7,Nicotinamide-nucleotide adenylyltransferase,nadR KPN_04845,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),410,NAD biosynthetic process [GO:0009435],,ATP binding [GO:0005524]; DNA binding [GO:0003677]; nicotinamide-nucleotide adenylyltransferase activity [GO:0000309]; ribosylnicotinamide kinase activity [GO:0050262],Nucleotide-binding;Nucleotidyltransferase;Transferase
34.9343,34.8076,34.8088,34.7924,34.6237,34.5952,34.9397,34.6894,,,,,,48,48,48,82.7,82.7,82.7,61.395,0,323.31,2.42E+11,874,0.707486,0.495315,0.123755,0.630756,A6TI05,A6TI05,1785,A6TI05_KLEP7,Energy-dependent translational throttle protein EttA (EC 3.6.1.-) (Translational regulatory factor EttA),yjjK ettA KPN_04846,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),548,negative regulation of translational elongation [GO:0045900]; translation [GO:0006412],cytoplasm [GO:0005737],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ribosome binding [GO:0043022]; rRNA binding [GO:0019843]; tRNA binding [GO:0000049],ATP-binding;Cytoplasm;Hydrolase;Nucleotide-binding;Protein biosynthesis;Repeat;RNA-binding;rRNA-binding;Translation regulation;tRNA-binding
30.8201,30.5964,30.8325,30.8308,30.5587,30.6614,30.4554,30.4395,,,,,,29,29,29,58.7,58.7,58.7,74.15,0,134.38,14203000000,96,1.68191,0.166514,0.241189,1.27878,A6TI06,A6TI06,1786,A6TI06_KLEP7,peptidoglycan lytic exotransglycosylase (EC 4.2.2.n1),slt KPN_04847,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),653,cell wall organization [GO:0071555]; peptidoglycan metabolic process [GO:0000270],membrane [GO:0016020]; periplasmic space [GO:0042597],"hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; lytic transglycosylase activity [GO:0008933]",Cell wall biogenesis/degradation;Lyase;Signal
26.73,28.242,26.5527,26.244,NaN,26.6483,27.9009,26.9131,,,,,,6,6,6,47.4,47.4,47.4,18.358,0,15.27,1072900000,14,0.128104,0.760094,-0.211923,-0.291732,A6TI08,A6TI08,1788,NCPP_KLEP7,Inosine/xanthosine triphosphatase (ITPase/XTPase) (EC 3.6.1.73) (Non-canonical purine NTP phosphatase) (Non-standard purine NTP phosphatase) (Nucleoside-triphosphate phosphatase) (NTPase),KPN78578_47680 KPN_04849,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),171,nucleotide metabolic process [GO:0009117],,ITPase activity [GO:0103023]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; ribonucleoside triphosphate phosphatase activity [GO:0017111],Hydrolase;Magnesium;Manganese;Metal-binding;Nucleotide metabolism;Nucleotide-binding
31.1486,31.2547,30.911,31.2064,31.0684,30.7749,30.8403,30.5348,,,,,,14,14,14,64.7,64.7,64.7,23.868,0,200.12,17594000000,126,1.29489,0.15709,0.325561,1.33035,A6TI09,A6TI09,1789,GPMB_KLEP7,Probable phosphoglycerate mutase GpmB (EC 5.4.2.-) (PGAM) (Phosphoglyceromutase),gpmB KPN78578_47690 KPN_04850,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),215,glycolytic process [GO:0006096],,phosphoglycerate mutase activity [GO:0004619],Glycolysis;Isomerase
30.0256,29.801,30.0133,29.9747,30.0873,30.2321,29.7807,30.0415,,,,,,13,13,13,52.6,52.6,52.6,33.328,0,36.46,8867300000,68,0.322355,0.679577,-0.0817347,-0.373825,A6TI10,A6TI10,1790,A6TI10_KLEP7,Right origin-binding protein,rob KPN_04851,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),289,,,DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565],DNA-binding;Transcription;Transcription regulation
28.7276,27.4218,27.7831,27.9456,27.6671,27.6919,27.7362,27.2969,,,,,,5,5,5,32,32,32,16.273,0,6.4072,1994900000,23,0.597845,0.312481,0.371511,0.918338,A6TI11,A6TI11,1791,A6TI11_KLEP7,Protein CreA (Catabolite regulation protein A),creA KPN_04852,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),150,,,,
33.7698,33.4637,33.2515,33.1384,33.3676,33.0465,33.1501,33.0815,,,,,,15,15,15,60.5,60.5,60.5,27.272,0,323.31,87585000000,319,0.772104,0.314576,0.244441,0.91394,A6TI15,A6TI15,1792,A6TI15_KLEP7,"Negative response regulator of genes in aerobic pathways, (Sensors, ArcB and CpxA)",arcA KPN_04856,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),238,phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355],,DNA binding [GO:0003677],DNA-binding;Phosphoprotein
29.1382,29.0199,29.245,29.1374,30.1342,29.6639,29.7243,29.486,,,,+,MT_WT,16,16,16,19.6,19.6,19.6,116.32,0,45.923,6321200000,39,2.27826,0.0387941,-0.617012,-2.41364,A6TI29,A6TI29,1793,BGAL2_KLEP7,Beta-galactosidase 2 (Beta-gal 2) (EC 3.2.1.23) (Lactase 2),lacZ2 KPN78578_47890 KPN_pKPN3p05871,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),1024,carbohydrate metabolic process [GO:0005975]; organic substance catabolic process [GO:1901575],beta-galactosidase complex [GO:0009341],beta-galactosidase activity [GO:0004565]; carbohydrate binding [GO:0030246]; magnesium ion binding [GO:0000287],Glycosidase;Hydrolase;Magnesium;Metal-binding;Plasmid;Sodium
25.5143,25.6332,26.0915,26.1059,25.3503,25.3761,24.6324,24.8291,,,,+,MT_WT,4,4,4,13.9,13.9,13.9,41.308,0,4.6984,410940000,8,1.76439,0.046012,0.789221,2.23553,A6TI30,A6TI30,1794,A6TI30_KLEP7,Lactose operon repressor,lacI KPN_pKPN3p05872,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),382,regulation of DNA-templated transcription [GO:0006355],,DNA binding [GO:0003677],DNA-binding;Plasmid;Transcription;Transcription regulation
31.5448,31.9237,31.6629,31.5443,30.0953,29.232,30.8609,29.7157,,,,+,MT_WT,7,7,7,79.5,79.5,79.5,10.147,0,39.553,20717000000,33,2.50742,0.0111111,1.69294,3.63021,A6TI69,A6TI69,1796,A6TI69_KLEP7,DUF1778 domain-containing protein,KPN_pKPN3p05911,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),88,regulation of DNA-templated transcription [GO:0006355],,,Plasmid
NaN,26.4333,26.4462,27.1973,24.5185,25.1759,26.4097,25.0834,,,,,,2,2,2,33.3,33.3,33.3,9.7821,0,3.9028,576530000,5,1.36938,0.050929,1.39538,2.22313,A6TI70,A6TI70,1797,A6TI70_KLEP7,YaeB,KPN_pKPN3p05912,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),84,,,,Plasmid
30.0125,30.0375,29.6356,29.5857,29.791,29.0952,28.1957,29.0559,,,,,,2,2,2,8,8,8,26.913,0.0016882,1.3101,6510400000,16,1.18473,0.0878553,0.783345,1.70626,A6TI84,A6TI84,1798,A6TI84_KLEP7,ArsH,arsH KPN_pKPN3p05926,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),237,,,oxidoreductase activity [GO:0016491],Plasmid
27.7737,27.5356,27.278,26.7778,28.1514,28.0165,26.9825,28.5921,,,,,,4,4,4,10.1,10.1,10.1,38.265,0,2.0166,2218500000,22,0.721896,0.211438,-0.594338,-1.15845,A6TIC5,A6TIC5,1799,A6TIC5_KLEP7,DNA replication,repA2 KPN_pKPN3p05969,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),336,DNA replication initiation [GO:0006270],,DNA-directed DNA polymerase activity [GO:0003887],Plasmid
34.0486,34.202,33.8194,33.9405,34.1265,33.8362,34.2489,33.8716,,,,,,17,17,17,41.7,41.7,41.7,43.886,0,155.13,1.40E+11,122,0.0495056,0.936433,-0.0181875,-0.0758364,A6TIC6,A6TIC6,1800,A6TIC6_KLEP7,RepFiA replicon essential function protein,sopA KPN_pKPN3p05970,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),391,,,,Plasmid
30.9295,30.6832,30.8686,30.8604,30.9762,30.409,30.4814,30.0496,,,,,,18,18,18,60.4,60.4,60.4,35.334,0,158.56,14240000000,92,0.913971,0.212068,0.35636,1.15309,A6TIC7,A6TIC7,1801,A6TIC7_KLEP7,RepFiA replicon essential function protein,sopB KPN_pKPN3p05971,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),323,,,DNA binding [GO:0003677],Plasmid
21.5575,21.5891,22.0355,22.3529,22.4634,NaN,21.9329,21.9887,+,,,,,2,2,2,4.3,4.3,4.3,47.58,1,-2,30462000,5,0.397999,0.487493,-0.244598,-0.648687,A6TIC9,A6TIC9,1802,A6TIC9_KLEP7,UmuDC operon protein-like protein,KPN_pKPN3p05973,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),423,DNA repair [GO:0006281]; SOS response [GO:0009432],,damaged DNA binding [GO:0003684],DNA damage;Plasmid;SOS mutagenesis;SOS response
29.1833,29.2186,28.6328,28.7464,29.1651,28.7909,28.8479,28.3882,,,,,,3,3,3,29.3,29.3,29.3,10.41,0,17.492,4102600000,10,0.279211,0.62969,0.14726,0.446543,A6TIF2,A6TIF2,1804,A6TIF2_KLEP7,HTH cro/C1-type domain-containing protein,KPN_pKPN3p05996,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),92,,,DNA binding [GO:0003677],Plasmid
32.7342,32.676,32.7979,32.6192,32.3862,32.3607,32.8236,32.2585,,,,,,14,14,14,49.4,49.4,49.4,26.721,0,187.05,52903000000,238,0.977697,0.259237,0.249602,1.03122,A6TII9,A6TII9,1805,A6TII9_KLEP7,TraT complement resistance protein,traT KPN_pKPN3p06033 KPN_pKPN4p07156,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),251,,cell outer membrane [GO:0009279],,Cell outer membrane;Conjugation;Lipoprotein;Membrane;Palmitate;Plasmid;Signal
26.9588,26.8019,26.7546,26.8215,27.1683,27.4192,26.9833,26.9212,,,,,,2,2,2,12.3,12.3,12.3,15.138,0,4.7348,1123600000,14,1.27571,0.180054,-0.288776,-1.24892,A6TIM9,A6TIM9,1806,A6TIM9_KLEP7,Ribonuclease VapC (RNase VapC) (EC 3.1.-.-) (Toxin VapC),mck vapC KPN_pKPN4p07073,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),138,,,magnesium ion binding [GO:0000287]; RNA nuclease activity [GO:0004540]; toxin activity [GO:0090729],Hydrolase;Magnesium;Metal-binding;Nuclease;Plasmid;Toxin;Toxin-antitoxin system
28.126,28.3211,27.6963,28.2464,27.4783,27.2215,27.3972,27.8761,,,,,,2,2,2,3.5,3.5,3.5,58.497,0.0093458,0.47596,2005500000,7,1.66053,0.0653208,0.604183,1.96358,A6TJ06,A6TJ06,1809,A6TJ06_KLEP7,Transposase zinc-binding domain-containing protein,KPN_pKPN5p08199,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),513,DNA transposition [GO:0006313],,DNA binding [GO:0003677]; transposase activity [GO:0004803],Plasmid
28.5347,27.8507,27.8784,28.0715,28.6693,28.1695,28.1596,27.3743,,,,,,6,6,6,22.3,22.3,22.3,35.202,0,11.978,2402400000,20,0.0101379,0.975403,-0.00936842,-0.0222079,A6TJ21,A6TJ21,1810,A6TJ21_KLEP7,Uncharacterized protein,KPN_pKPN5p08214,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),314,regulation of DNA-templated transcription [GO:0006355],,,Plasmid
32.5599,31.4594,31.6165,31.8472,31.1205,31.6354,29.3466,30.7291,,,+,,,4,4,4,25.1,25.1,25.1,24.409,0,131.66,26117000000,98,1.1093,0.0792057,1.16284,1.76635,CON__P00761,CON__P00761,1813,,,,,,,,,
28.6373,26.3515,26.546,25.1648,28.9384,27.9584,26.3251,25.8711,,,+,,,8,8,3,15.2,15.2,7.8,66.017,0,85.994,1611000000,15,0.238835,0.568162,-0.598346,-0.531402,CON__P04264;CON__Q6IFZ6;CON__Q922U2;CON__Q9R0H5;CON__Q8BGZ7;CON__P50446;CON__Q7Z794,CON__P04264,1816,,,,,,,,,
27.7267,27.1654,26.9876,26.7893,27.4015,27.3759,26.3396,26.7537,,,+,,,2,1,1,4.8,2.7,2.7,53.704,0,2.669,1303100000,3,0.248717,0.62452,0.199601,0.455588,CON__P05787;CON__H-INV:HIT000292931,CON__P05787;CON__H-INV:HIT000292931,1817,,,,,,,,,
27.8208,NaN,26.3241,26.2215,26.6808,26.8187,NaN,25.546,,,+,,,5,5,2,9.1,9.1,3.7,59.51,0,22.133,707780000,8,0.268706,0.544674,0.440262,0.574269,CON__P13645;CON__Q7Z3Z0;CON__Q7Z3Y8,CON__P13645,1818,,,,,,,,,
27.882,26.8769,27.8416,27.2056,28.7555,28.2467,27.1803,28.4263,,,+,,,2,1,1,4.1,2.7,2.7,62.87,0,12.455,3175700000,27,0.833817,0.159876,-0.700686,-1.31833,CON__Q3ZBD7,CON__Q3ZBD7,1822,,,,,,,,,
27.4456,27.8913,27.9866,27.4986,28.0334,27.7303,28.6159,27.7794,,,+,,,2,2,1,4.4,4.4,2,50.529,0.0055494,0.76821,2178500000,11,0.655264,0.302003,-0.334251,-0.939052,CON__Q497I4;CON__Q9D646;CON__Q6NTB9;CON__Q14525;CON__O76009;CON__Q9UE12;CON__Q15323;CON__A2A5Y0;CON__REFSEQ:XP_986630,CON__Q497I4;CON__Q9D646;CON__Q6NTB9;CON__Q14525;CON__O76009;CON__Q9UE12;CON__Q15323;CON__A2A5Y0;CON__REFSEQ:XP_986630,1823,,,,,,,,,
25.2036,NaN,24.3189,24.0034,24.2158,24.2666,NaN,24.389,,,+,,,2,1,1,3.6,1.7,1.7,57.552,0,3.7773,145500000,6,0.236519,0.627585,0.218186,0.460334,CON__Q8VED5;CON__H-INV:HIT000016045,CON__Q8VED5;CON__H-INV:HIT000016045,1827,,,,,,,,,
NaN,28.7335,28.9222,29.1321,28.7755,28.8304,27.642,28.83,,+,,,,2,2,2,0,0,0,117.32,0.0011306,1.4665,3363000000,10,0.514207,0.347266,0.409786,0.870667,REV__A6T5B9,REV__A6T5B9,1830,,,,,,,,,
30.1061,30.0921,29.5281,29.3656,29.5206,29.4107,NaN,28.9909,,+,,,,2,2,2,0,0,0,79.695,0.001693,1.3918,10441000000,10,0.861796,0.191184,0.465557,1.24293,REV__A6T5W5,REV__A6T5W5,1831,,,,,,,,,
NaN,26.5746,25.2799,25.1022,25.9984,26.3108,26.6691,26.5756,,+,,,,2,2,2,0,0,0,56.767,0.0066408,0.70903,641250000,7,0.837446,0.15589,-0.736214,-1.36779,REV__A6T611,REV__A6T611,1833,,,,,,,,,
NaN,27.2262,26.6551,27.6609,26.7005,26.6418,26.7972,26.8299,,+,,,,2,2,2,0,0,0,32.822,0.0039282,1.165,1080600000,4,0.858138,0.197636,0.438367,1.21735,REV__A6T7Q7,REV__A6T7Q7,1836,,,,,,,,,
